GroupName;Space;Role
G) iCMC - PDP;G) iCMC - PDP;Participant
G) iCMC - PDP;Montpellier;Participant
G) iCMC - PDP;SMALL MOLECULES - ORAL PLATFORM;Participant
Swiftwater - QC;SWIFTWATER_QC;Participant
Swiftwater - Antigens;SWIFTWATER_ANTIGENS;Participant
VACCINES CANADA;TORONTO_SITE;Participant
Toronto;TORONTO_SITE;Participant
Administrators;ini_HSD;Co-Owner
Administrators;ini_Fit4 Agile Flows;Co-Owner
Administrators;ini_Other Maintenance;Co-Owner
Administrators;ini_Fit4 Development Labs;Co-Owner
Administrators;ini_MES;Co-Owner
Administrators;ini_ITS CORE MODELS - Caducée;Co-Owner
Administrators;ini_Other Restructuring;Co-Owner
Administrators;ini_Athena New Deployment;Co-Owner
Administrators;ini_Fit4 CMO;Co-Owner
Administrators;ini_Fit4Future;Co-Owner
Administrators;ini_CMMS;Co-Owner
Administrators;ini_HSI;Co-Owner
Administrators;ini_Fit4 Sustainability;Co-Owner
Administrators;ini_Fit4 Indirect Spends;Co-Owner
Administrators;ini_MRO Initiative;Co-Owner
Administrators;ini_S4_HANA;Co-Owner
Administrators;ini_ATHENA Value Improvement;Co-Owner
Administrators;ini_Fit4 Transferts_Industrialization;Co-Owner
Administrators;ini_Site Transitioning;Co-Owner
Administrators;xx - Admin_Type;Participant
Administrators;ini_Fit4 Supplier;Co-Owner
Administrators;ini_Athena Retrofits;Co-Owner
Best Practices;Best Practices;Guest
Référentiels;xx -Template;Guest
Pilot the Fit4 Deployment;Pilot the Fit4 Program Deployment SPACE;Participant
SMS ACADEMY;SMS Academy;Participant
SMS Roll-Out;SMS Roll-Out;Participant
CocKPIt;CocKPIt;Participant
SMS Standards;SMS Standards;Participant
Manufacturing Business Processes;Manufacturing Business Processes;Participant
SMS Communication;SMS Communication;Participant
SMS Community Management;SMS Community Management;Participant
3P_group;3P;Participant
SMS Roadmap;SMS Roadmap;Participant
Fit4Future;Fit4Future;Participant
SMS Maturity Assessment;SMS Maturity Assessment;Participant
SMS Skills Certification;SMS Skills Certification;Participant
POBOS & other Benchmarks;POBOS & other Benchmarks;Participant
SMS Governance;SMS Governance;Participant
Global Transfo Leader;Strengthen our Knowledge Management;Participant
Global Transfo Leader;Marcy l'Etoile_V14;Participant
Global Transfo Leader;Val de Reuil_Labs;Participant
Global Transfo Leader;Shanta_Filling;Participant
Global Transfo Leader;LATAM;Participant
Global Transfo Leader;NEUVILLE SUR SAONE;Participant
Global Transfo Leader;Brindisi;Participant
Global Transfo Leader;Cali;Participant
Global Transfo Leader;SWIFTWATER_SITE;Participant
Global Transfo Leader;RARE DISEASES, ONCOLOGY & IMMUNOLOGY;Participant
Global Transfo Leader;Frankfurt Devices (SFD);Participant
Global Transfo Leader;Shenzen_FFIP_Site;Participant
Global Transfo Leader;Neuville sur Saône_Transversal activities;Participant
Global Transfo Leader;Val de Reuil_Packaging;Participant
Global Transfo Leader;EUROPE;Participant
Global Transfo Leader;MARCY L'ETOILE_FFIP;Participant
Global Transfo Leader;Haverhill;Participant
Global Transfo Leader;Marcy l'Etoile_V10;Participant
Global Transfo Leader;Goa;Participant
Global Transfo Leader;Swiftwater_B57 Filling;Participant
Global Transfo Leader;Toronto_B92 Formulation;Participant
Global Transfo Leader;Swiftwater_B79 Flu;Participant
Global Transfo Leader;Shanta_Suite H;Participant
Global Transfo Leader;CLUSTER SAIS +;Participant
Global Transfo Leader;Shenzen_Drug Substance;Participant
Global Transfo Leader;VAL_DE_REUIL_QC;Participant
Global Transfo Leader;MARCY L'ETOILE_SITE;Participant
Global Transfo Leader;Jurong;Participant
Global Transfo Leader;Marcy l'Etoile_ABisSud;Participant
Global Transfo Leader;Ocoyoacac;Participant
Global Transfo Leader;Val de Reuil_8B;Participant
Global Transfo Leader;Hangzhou;Participant
Global Transfo Leader;AXE3_FIT4FUTURE;Participant
Global Transfo Leader;Val de Reuil_FFIP_Site;Participant
Global Transfo Leader;Cuatitlan_FF&P;Participant
Global Transfo Leader;Ridgefield;Participant
Global Transfo Leader;Toronto_B90;Participant
Global Transfo Leader;Swiftwater_B56;Participant
Global Transfo Leader;Pilar_Transversal activities;Participant
Global Transfo Leader;VAL_DE_REUIL_ANTIGENS;Participant
Global Transfo Leader;CARTERET;Participant
Global Transfo Leader;Aramon;Participant
Global Transfo Leader;INSULIN MANUFACTURING;Participant
Global Transfo Leader;Scoppito;Participant
Global Transfo Leader;Virginia;Participant
Global Transfo Leader;Marcy l'Etoile_Labs;Participant
Global Transfo Leader;SHENZEN_ANTIGENS;Participant
Global Transfo Leader;Vitry;Participant
Global Transfo Leader;Marcy l'Etoile_V15;Participant
Global Transfo Leader;SWIFTWATER_ANTIGENS;Participant
Global Transfo Leader;Val de Reuil_B3-B16;Participant
Global Transfo Leader;Maisons Alfort;Participant
Global Transfo Leader;A) GENERAL MEDICINE IA GBU;Participant
Global Transfo Leader;Shanta_Formulation;Participant
Global Transfo Leader;Ujpest;Participant
Global Transfo Leader;Amilly;Participant
Global Transfo Leader;Origgio;Participant
Global Transfo Leader;SHANTA_FFIP;Participant
Global Transfo Leader;Lyon;Participant
Global Transfo Leader;SWIFTWATER_QC;Participant
Global Transfo Leader;Toronto_Transversal activities;Participant
Global Transfo Leader;Val de Reuil_Antigens_Site;Participant
Global Transfo Leader;Neuville sur Saône_A100;Participant
Global Transfo Leader;TORONTO_QC;Participant
Global Transfo Leader;Swiftwater_Transversal activities;Participant
Global Transfo Leader;Val de Reuil_QC_Site;Participant
Global Transfo Leader;Marcy l'Etoile_FFIP_Site;Participant
Global Transfo Leader;Le Trait;Participant
Global Transfo Leader;DUPIXENT;Participant
Global Transfo Leader;ini_Fit4_VIA-PP;Participant
Global Transfo Leader;Elbeuf;Participant
Global Transfo Leader;Lisieux;Participant
Global Transfo Leader;Marcy l'Etoile_V11;Participant
Global Transfo Leader;Swiftwater_B77 Lyo Vials;Participant
Global Transfo Leader;Toronto_QC_Site;Participant
Global Transfo Leader;SHANTA_SITE;Participant
Global Transfo Leader;Northborough;Participant
Global Transfo Leader;Riells;Participant
Global Transfo Leader;Frankfurt Bio (DBO);Participant
Global Transfo Leader;Swiftwater_MF59;Participant
Global Transfo Leader;G) iCMC - PDP;Participant
Global Transfo Leader;Waltloo;Participant
Global Transfo Leader;TORONTO_ANTIGENS;Participant
Global Transfo Leader;Shanta_Suite A;Participant
Global Transfo Leader;Shantha_Filling D1;Participant
Global Transfo Leader;Shantha_Suite C;Participant
Global Transfo Leader;AXE3_EXTERNAL SPEND;Participant
Global Transfo Leader;Frankfurt B&O;Participant
Global Transfo Leader;Shenzen_Filling;Participant
Global Transfo Leader;Marcy l'Etoile_P-Conditionnement;Participant
Global Transfo Leader;Köln;Participant
Global Transfo Leader;Val de Reuil_B33;Participant
Global Transfo Leader;VAC_OCOYOACAC;Participant
Global Transfo Leader;Framingham Biosurgery;Participant
Global Transfo Leader;Sidi Abdallah;Participant
Global Transfo Leader;Shantha_Suite E;Participant
Global Transfo Leader;Villa Rica;Participant
Global Transfo Leader;Marcy l'Etoile_Transversal activities;Participant
Global Transfo Leader;Waterford;Participant
Global Transfo Leader;Val de Reuil_Flu;Participant
Global Transfo Leader;Toronto_B100;Participant
Global Transfo Leader;Swiftwater_B59 Flu;Participant
Global Transfo Leader;Val de Reuil_AXIM;Participant
Global Transfo Leader;Pilar_HepatiteB;Participant
Global Transfo Leader;Manage Risks for the Fit4 program;Participant
Global Transfo Leader;INTERNATIONAL;Participant
Global Transfo Leader;MARCY L'ETOILE_QC;Participant
Global Transfo Leader;Ankleshwar Chemistry;Participant
Global Transfo Leader;Campinas;Participant
Global Transfo Leader;EUROPE, J PAC & CHINA;Participant
Global Transfo Leader;Marcy l'Etoile_V16;Participant
Global Transfo Leader;Val de Reuil_B14-B18;Participant
Global Transfo Leader;Toronto_FFIP_Site;Participant
Global Transfo Leader;B) SAIS +;Participant
Global Transfo Leader;Shanta_FFIP_Site;Participant
Global Transfo Leader;Carteret_Transversal activities;Participant
Global Transfo Leader;D) CHC;Participant
Global Transfo Leader;MARCY L'ETOILE_ANTIGENS;Participant
Global Transfo Leader;Frankfurt Chemistry;Participant
Global Transfo Leader;Toronto_Labs;Participant
Global Transfo Leader;Ankleshwar Pharma;Participant
Global Transfo Leader;Shantha_Filling F;Participant
Global Transfo Leader;Ocoyoacac_Transversal activities;Participant
Global Transfo Leader;Swiftwater_Formulation;Participant
Global Transfo Leader;Swiftwater_Labs;Participant
Global Transfo Leader;Montpellier;Participant
Global Transfo Leader;INTERNATIONAL DIRECT COUNTRIES;Participant
Global Transfo Leader;Marcy l'Etoile_V12;Participant
Global Transfo Leader;Val de Reuil_Transversal activities;Participant
Global Transfo Leader;VAL_DE_REUIL_FFIP;Participant
Global Transfo Leader;CUATITLAN;Participant
Global Transfo Leader;Sisteron Mourenx;Participant
Global Transfo Leader;Suzano;Participant
Global Transfo Leader;SWIFTWATER_QC_Site;Participant
Global Transfo Leader;Shanta_Suite B;Participant
Global Transfo Leader;SHENZEN_FFIP;Participant
Global Transfo Leader;Kawagoe;Participant
Global Transfo Leader;C) SPECIALTY CARE IA GBU;Participant
Global Transfo Leader;Shenzen_Packaging;Participant
Global Transfo Leader;Marcy l'Etoile_QC_Site;Participant
Global Transfo Leader;Anagni;Participant
Global Transfo Leader;Toronto_Antigens_Site;Participant
Global Transfo Leader;Val de Reuil_B44;Participant
Global Transfo Leader;VAL_DE_REUIL_SITE;Participant
Global Transfo Leader;Ploermel;Participant
Global Transfo Leader;INTERNATIONAL OTHER COUNTRIES;Participant
Global Transfo Leader;Tours;Participant
Global Transfo Leader;Rzeszow;Participant
Global Transfo Leader;Geel;Participant
Global Transfo Leader;SHENZEN_SITE;Participant
Global Transfo Leader;TORONTO_SITE;Participant
Global Transfo Leader;Swiftwater_B37 Packaging;Participant
Global Transfo Leader;Marcy l'Etoile_T5;Participant
Global Transfo Leader;Toronto_B83;Participant
Global Transfo Leader;Swiftwater_FFIP_Site;Participant
Global Transfo Leader;Swiftwater_B78;Participant
Global Transfo Leader;Shanta_Transversal activities;Participant
Global Transfo Leader;Csanyik;Participant
Global Transfo Leader;CLUSTER ARCHIVE;Participant
Global Transfo Leader;Vertolaye;Participant
Global Transfo Leader;Ambares;Participant
Global Transfo Leader;Veres;Participant
Global Transfo Leader;Shenzen_Transversal activities;Participant
Global Transfo Leader;SHANTA_ANTIGENS;Participant
Global Transfo Leader;Allston;Participant
Global Transfo Leader;Marcy l'Etoile_ABisNord;Participant
Global Transfo Leader;Swiftwater_Antigens_Site;Participant
Global Transfo Leader;E) VACCINES;Participant
Global Transfo Leader;SWIFTWATER_FFIP;Participant
Global Transfo Leader;Val de Reuil_B52;Participant
Global Transfo Leader;TORONTO_FFIP;Participant
Global Transfo Leader;Marcy l'Etoile_Antigens_Site;Participant
Global Transfo Leader;Shanta_Antigens_Site;Participant
Global Transfo Leader;Frankfurt Fri2serv;Participant
Global Transfo Leader;Cuatitlan_Transversal activities;Participant
Global Transfo Leader;NEW PRODUCTS LAUNCHES MANUFACTURING;Participant
Global Transfo Leader;Swiftwater_B46;Participant
Global Transfo Leader;Toronto_B89;Participant
Global Transfo Leader;SMALL MOLECULES - ORAL PLATFORM;Participant
Global Transfo Leader;Compiegne;Participant
Global Transfo Leader;Framingham;Participant
Global Transfo Leader;Ocoyoacac_Drug Substance;Participant
Global Transfo Leader;PILAR;Participant
Global Transfo Leader;Luleburgaz;Participant
Global Transfo Leader;Cairo;Participant
Global Transfo Leader;CLEXANE MANUFACTURING;Participant
Global Transfo Leader;Frankfurt Insulin;Participant
Externes;ini_Twin Factory;External
Externes;Training_Site2;External
Externes;EUROPE, J PAC & CHINA;External
Externes;ini_Plant_connectivity;External
Externes;SWIFTWATER_ANTIGENS;External
Externes;Haverhill;External
Externes;TD_Csanyk;External
Externes;TD_Geel;External
Externes;Shanta_FFIP_Site;External
Externes;ini_Energy_Monitoring;External
Externes;Toronto_B83;External
Externes;xx - Menu_Community_Management;External
Externes;ini_Fit4 CMO;External
Externes;Marcy l'Etoile_ABisNord;External
Externes;ini_Fit4 Indirect Spends;External
Externes;PILAR;External
Externes;Rzeszow;External
Externes;Villa Rica;External
Externes;TD_Cairo;External
Externes;AXE3_MANUFACTURING CORE MODELS;External
Externes;Frankfurt B&O;External
Externes;E2E_COVID;External
Externes;Swiftwater_Transversal activities;External
Externes;Swiftwater_B37 Packaging;External
Externes;ini_Engineering MVP;External
Externes;Sidi Abdallah;External
Externes;TEST_Platform;External
Externes;Val de Reuil_B52;External
Externes;Ocoyoacac_Drug Substance;External
Externes;CLUSTER SAIS +;External
Externes;TD_Northborough;External
Externes;Toronto_Antigens_Site;External
Externes;TD_Orel;External
Externes;Swiftwater_MF59;External
Externes;SHANTA_FFIP;External
Externes;Marcy l'Etoile_Antigens_Site;External
Externes;Framingham Biosurgery;External
Externes;Ocoyoacac;External
Externes;Cuatitlan_FF&P;External
Externes;TD_CHC;External
Externes;E) VACCINES;External
Externes;Csanyik;External
Externes;ini_CMC_PLM;External
Externes;TORONTO_FFIP;External
Externes;TD_NEW PRODUCTS LAUNCHES MANUFACTURING;External
Externes;TD_Amilly;External
Externes;1a. Initiatives - Axe 3 - New Modules;External
Externes;ini_Fit4 Development Labs;External
Externes;TD_MuppireadyPally(MRP);External
Externes;TopDecile Initiatives;External
Externes;ini_OEE_VIA;External
Externes;TD_Haverhill;External
Externes;Montpellier;External
Externes;Ambares;External
Externes;Shanta_Filling;External
Externes;Toronto_B90;External
Externes;Marcy l'Etoile_V15;External
Externes;VAL_DE_REUIL_ANTIGENS;External
Externes;TD_CLEXANE MANUFACTURING;External
Externes;SHENZEN_FFIP;External
Externes;ini_Upskilling_Activy_Placeholder;External
Externes;Shenzen_Packaging;External
Externes;TD_FraminghamBiosurgery;External
Externes;Allston;External
Externes;ini_SMED;External
Externes;Ridgefield;External
Externes;ini_Athena New Deployment;External
Externes;Vertolaye;External
Externes;Frankfurt Bio (DBO);External
Externes;TD_FrankfurtInsulin;External
Externes;INTERNATIONAL DIRECT COUNTRIES;External
Externes;ini_Fit4_VIA-PP;External
Externes;ini_Other Restructuring;External
Externes;TD_Tours;External
Externes;INTERNATIONAL;External
Externes;Val de Reuil_B3-B16;External
Externes;CUATITLAN;External
Externes;Scoppito;External
Externes;Neuville sur Saône_A100;External
Externes;TD_Vertolaye;External
Externes;TD_Tongi;External
Externes;Swiftwater_B78;External
Externes;Carteret_Transversal activities;External
Externes;TD_ARCHIVES;External
Externes;ini_CMMS;External
Externes;Vitry;External
Externes;REGION 1;External
Externes;ini_Cobot_AGV;External
Externes;AXE3_EXTERNAL SPEND;External
Externes;Aramon;External
Externes;TD_Allston;External
Externes;Toronto_FFIP_Site;External
Externes;TD_FrankfurtDevice;External
Externes;Val de Reuil_QC_Site;External
Externes;ini_HSI;External
Externes;Training_Site4;External
Externes;Shanta_Suite A;External
Externes;Compiegne;External
Externes;MARCY L'ETOILE_FFIP;External
Externes;TD_KAEC;External
Externes;Ankleshwar Pharma;External
Externes;TD_Hangzhou;External
Externes;Toronto_Labs;External
Externes;Marcy l'Etoile_V12;External
Externes;Shenzen_Drug Substance;External
Externes;TD_Ujpest;External
Externes;TRAINING_DIVISION1;External
Externes;TD_Jakarta;External
Externes;ini_DGBI;External
Externes;ini_LogBook;External
Externes;Frankfurt Chemistry;External
Externes;TEST_Site;External
Externes;DUPIXENT;External
Externes;Val de Reuil_Transversal activities;External
Externes;xx - Menu_HoShin;External
Externes;ini_Fit4 Supplier;External
Externes;Marcy l'Etoile_QC_Site;External
Externes;ini_ITS CORE MODELS - Caducée;External
Externes;VAC_OCOYOACAC;External
Externes;TD_Sisteron;External
Externes;Origgio;External
Externes;Cali;External
Externes;TD_Beijing;External
Externes;AXE3_DIGITAL;External
Externes;Frankfurt Insulin;External
Externes;Swiftwater_B56;External
Externes;TD_CHC-IA;External
Externes;TD_Sidi Abdallah;External
Externes;Training_Site1;External
Externes;Shantha_Suite C;External
Externes;CLUSTER ARCHIVE;External
Externes;Shanta_Antigens_Site;External
Externes;TD_INTERNATIONAL OTHER COUNTRIES;External
Externes;TD_Framingham Biologics;External
Externes;Val de Reuil_Antigens_Site;External
Externes;Brindisi;External
Externes;CLEXANE MANUFACTURING;External
Externes;Val de Reuil_B44;External
Externes;Shanta_Transversal activities;External
Externes;Marcy l'Etoile_V10;External
Externes;SHANTA_ANTIGENS;External
Externes;Suzano;External
Externes;AXE3_RESTRUCTURING;External
Externes;TD_Frankfurt SFS&P;External
Externes;Waltloo;External
Externes;ini_CMC_Advanced_Analytics;External
Externes;Le Trait;External
Externes;TORONTO_ANTIGENS;External
Externes;TD_Scoppito;External
Externes;Shantha_Filling D1;External
Externes;ini_Fit4 Transferts_Industrialization;External
Externes;TD_Aramon;External
Externes;ini_eOEE;External
Externes;SMALL MOLECULES - ORAL PLATFORM;External
Externes;TD_RARE DISEASES, ONCOLOGY & IMMUNOLOGY;External
Externes;Riells;External
Externes;G) iCMC - PDP;External
Externes;TD_Elbeuf;External
Externes;Toronto_B92 Formulation;External
Externes;Marcy l'Etoile_ABisSud;External
Externes;VAL_DE_REUIL_SITE;External
Externes;TD_E2E_DUPIXENT;External
Externes;AXE3_UPSKILLING;External
Externes;TD_DUPIXENT;External
Externes;SHENZEN_ANTIGENS;External
Externes;Swiftwater_Labs;External
Externes;Northborough;External
Externes;ini_Advanced_Scheduling_QC;External
Externes;Anagni;External
Externes;TD_E2E_INSULIN;External
Externes;TD_FrankfurtBio;External
Externes;TD_SuzanoGemMed;External
Externes;Elbeuf;External
Externes;Swiftwater_B57 Filling;External
Externes;SMS Quarterly Meetings;External
Externes;TD_Marcy l'Etoile;External
Externes;ini_Fit4 Agile Flows;External
Externes;INTERNATIONAL OTHER COUNTRIES;External
Externes;TD_Ambares;External
Externes;B) SAIS +;External
Externes;TD_GENERAL MEDICINE IA GBU;External
Externes;ini_Site Transitioning;External
Externes;CARTERET;External
Externes;EUROPE;External
Externes;Tours;External
Externes;Z) ARCHIVES;External
Externes;Val de Reuil_8B;External
Externes;Pilar_Transversal activities;External
Externes;TD_Anagni;External
Externes;ini_Kinaxis;External
Externes;VAL_DE_REUIL_QC;External
Externes;SWIFTWATER_QC_Site;External
Externes;Marcy l'Etoile_Transversal activities;External
Externes;TD_Brindisi;External
Externes;SWIFTWATER_FFIP;External
Externes;Val de Reuil_Flu;External
Externes;Geel;External
Externes;F) GLOBAL EXTERNAL MANUFACTURING;External
Externes;ini_eMaintenance;External
Externes;ini_MES;External
Externes;Ploermel;External
Externes;TD_INSULIN MANUFACTURING;External
Externes;Val de Reuil_FFIP_Site;External
Externes;ini_Other Maintenance;External
Externes;Shanta_Formulation;External
Externes;Köln;External
Externes;MARCY L'ETOILE_ANTIGENS;External
Externes;Hangzhou;External
Externes;Toronto_B100;External
Externes;Marcy l'Etoile_V16;External
Externes;TD_Frankfurt Chemistry;External
Externes;TD_Ridgefield;External
Externes;Shenzen_FFIP_Site;External
Externes;Training_Platform2;External
Externes;ini_FaCT;External
Externes;ini_eWork_Instructions;External
Externes;TD_Waterford;External
Externes;AXE3_MAINTENANCE;External
Externes;ini_Ignyte_SPC;External
Externes;TD_Riells;External
Externes;Swiftwater_Antigens_Site;External
Externes;Jurong;External
Externes;Training_Site3;External
Externes;Val de Reuil_B14-B18;External
Externes;xx - Menu_Digital;External
Externes;Ocoyoacac_Transversal activities;External
Externes;TORONTO_SITE;External
Externes;ini_Bio External Spend Direct Material;External
Externes;ini_ATHENA Value Improvement;External
Externes;NEUVILLE SUR SAONE;External
Externes;Veres;External
Externes;AXE3_FIT4FUTURE;External
Externes;INSULIN MANUFACTURING;External
Externes;Campinas;External
Externes;Waterford;External
Externes;Swiftwater_B79 Flu;External
Externes;Val de Reuil_AXIM;External
Externes;Cuatitlan_Transversal activities;External
Externes;TD_CLUSTER SAIS +;External
Externes;Marcy l'Etoile_Labs;External
Externes;TRAINING_DIVISION3;External
Externes;TD_Megrine;External
Externes;TD_Ploermel;External
Externes;ini_QC_Lab_Automation;External
Externes;Swiftwater_Formulation;External
Externes;Ankleshwar Chemistry;External
Externes;Shanta_Suite B;External
Externes;TD_LeTrait;External
Externes;TD_Luleburgaz;External
Externes;C) SPECIALTY CARE IA GBU;External
Externes;Toronto_B89;External
Externes;Marcy l'Etoile_V14;External
Externes;SHANTA_SITE;External
Externes;Virginia;External
Externes;Cairo;External
Externes;TD_SPECIALTY CARE IA GBU;External
Externes;Frankfurt Fri2serv;External
Externes;TD_Waltloo;External
Externes;Shenzen_Filling;External
Externes;A) GENERAL MEDICINE IA GBU;External
Externes;ini_Fit4Future;External
Externes;zz_TEST_Program;External
Externes;ini_Digital Gemba;External
Externes;TD_LyonPolyclonals;External
Externes;TEST_Division;External
Externes;Luleburgaz;External
Externes;Val de Reuil_Labs;External
Externes;TD_Maisons-Alfort;External
Externes;Neuville sur Saône_Transversal activities;External
Externes;SWIFTWATER_SITE;External
Externes;Swiftwater_B59 Flu;External
Externes;TD_Kawagoe;External
Externes;SHENZEN_SITE;External
Externes;Framingham;External
Externes;Maisons Alfort;External
Externes;ini_CQV;External
Externes;TORONTO_QC;External
Externes;TD_Cali;External
Externes;TD_Karachi;External
Externes;Shantha_Filling F;External
Externes;ini_CMC iLab;External
Externes;Val de Reuil_Packaging;External
Externes;0. Global Team FIT4;External
Externes;Amilly;External
Externes;D) CHC;External
Externes;Shanta_Suite H;External
Externes;Toronto_Transversal activities;External
Externes;Marcy l'Etoile_V11;External
Externes;Marcy l'Etoile_FFIP_Site;External
Externes;ini_BioLIMS_OneLIMS;External
Externes;TD_Vitry;External
Externes;VAL_DE_REUIL_FFIP;External
Externes;NEW PRODUCTS LAUNCHES MANUFACTURING;External
Externes;TD_INTERNATIONAL DIRECT COUNTRIES;External
Externes;Swiftwater_FFIP_Site;External
Externes;Shenzen_Transversal activities;External
Externes;Lyon;External
Externes;ini_Training;External
Externes;ini_S4_HANA;External
Externes;Ujpest;External
Externes;TD_Goa;External
Externes;SWIFTWATER_QC;External
Externes;ini_MRO Initiative;External
Externes;TD_SAIS +;External
Externes;TD_CLUSTER ARCHIVES;External
Externes;LATAM;External
Externes;Best Practices;External
Externes;MARCY L'ETOILE_SITE;External
Externes;Toronto_QC_Site;External
Externes;Kawagoe;External
Externes;Marcy l'Etoile_P-Conditionnement;External
Externes;Swiftwater_B46;External
Externes;ini_MARS;External
Externes;ini_Athena Retrofits;External
Externes;REGION 2;External
Externes;Training_Platform1;External
Externes;TD_FrankfurtB&O;External
Externes;ini_iObeya;External
Externes;Swiftwater_B77 Lyo Vials;External
Externes;TD_Bioatrium;External
Externes;Shantha_Suite E;External
Externes;TD_Jurong;External
Externes;ini_Historian;External
Externes;Sisteron Mourenx;External
Externes;TD_Campinas;External
Externes;xx - Menu_Fit4;External
Externes;Val de Reuil_B33;External
Externes;ini_HSD;External
Externes;Pilar_HepatiteB;External
Externes;Lisieux;External
Externes;MARCY L'ETOILE_QC;External
Externes;Frankfurt Devices (SFD);External
Externes;Goa;External
Externes;Marcy l'Etoile_T5;External
Externes;TD_EUROPE, J PAC & CHINA;External
Externes;TRAINING_DIVISION2;External
Externes;RARE DISEASES, ONCOLOGY & IMMUNOLOGY;External
Strengthen our Knowledge Management;Strengthen our Knowledge Management;Participant
Manage Risks for the Fit4 program;Manage Risks for the Fit4 program;Participant
Follow-up on Fit4 Transversal Talent Review;Follow-up on Fit4 Transversal Talent Review;Participant
Expand & Manage our Pool of Global Transfo Leaders;Expand & Manage our Pool of Global Transfo Leaders;Participant
Expand & allocate the pool of CL;Expand & allocate the pool of CL;Participant
Communicate on Fit4;Communicate on Fit4;Participant
R&D Labs;R&D Labs;Participant
1b. Initiatives - Axe 4 - Community of Change;1b. Initiatives - Axe 4 - Community of Change;Participant
1a. Initiatives - Axe 3 - New Modules;ini_SMED;Participant
1a. Initiatives - Axe 3 - New Modules;ini_MARS;Participant
1a. Initiatives - Axe 3 - New Modules;ini_OEE_VIA;Participant
1a. Initiatives - Axe 3 - New Modules;1a. Initiatives - Axe 3 - New Modules;Participant
HoShin;2. HO-SHIN;Participant
REGION 2;REGION 2;Participant
REGION 1;REGION 1;Participant
F) GLOBAL EXTERNAL MANUFACTURING;REGION 2;Participant
F) GLOBAL EXTERNAL MANUFACTURING;REGION 1;Participant
F) GLOBAL EXTERNAL MANUFACTURING;F) GLOBAL EXTERNAL MANUFACTURING;Participant
Swiftwater - FFIP;SWIFTWATER_FFIP;Participant
Swiftwater - FFIP;Swiftwater_FFIP_Site;Participant
VACCINES US;SWIFTWATER_FFIP;Participant
VACCINES US;SWIFTWATER_ANTIGENS;Participant
VACCINES US;Swiftwater_FFIP_Site;Participant
VACCINES US;SWIFTWATER_QC;Participant
FIT4_W_L1_VACCINES;Val de Reuil_B33;Participant
FIT4_W_L1_VACCINES;Marcy l'Etoile_V10;Participant
FIT4_W_L1_VACCINES;Shenzen_Packaging;Participant
FIT4_W_L1_VACCINES;Shanta_Suite H;Participant
FIT4_W_L1_VACCINES;Swiftwater_B57 Filling;Participant
FIT4_W_L1_VACCINES;Toronto_B83;Participant
FIT4_W_L1_VACCINES;E) VACCINES;Participant
FIT4_W_L1_VACCINES;Marcy l'Etoile_P-Conditionnement;Participant
FIT4_W_L1_VACCINES;Swiftwater_B79 Flu;Participant
FIT4_W_L1_VACCINES;Marcy l'Etoile_Labs;Participant
FIT4_W_L1_VACCINES;Val de Reuil_8B;Participant
FIT4_W_L1_VACCINES;Shantha_Suite E;Participant
FIT4_W_L1_VACCINES;Shanta_Transversal activities;Participant
FIT4_W_L1_VACCINES;Marcy l'Etoile_T5;Participant
FIT4_W_L1_VACCINES;Shenzen_Filling;Participant
FIT4_W_L1_VACCINES;Swiftwater_B37 Packaging;Participant
FIT4_W_L1_VACCINES;Val de Reuil_Flu;Participant
FIT4_W_L1_VACCINES;Toronto_B100;Participant
FIT4_W_L1_VACCINES;Swiftwater_B78;Participant
FIT4_W_L1_VACCINES;Marcy l'Etoile_ABisSud;Participant
FIT4_W_L1_VACCINES;SWIFTWATER_ANTIGENS;Participant
FIT4_W_L1_VACCINES;SHENZEN_FFIP;Participant
FIT4_W_L1_VACCINES;Val de Reuil_B52;Participant
FIT4_W_L1_VACCINES;SWIFTWATER_FFIP;Participant
FIT4_W_L1_VACCINES;Pilar_HepatiteB;Participant
FIT4_W_L1_VACCINES;Marcy l'Etoile_Transversal activities;Participant
FIT4_W_L1_VACCINES;Shenzen_Drug Substance;Participant
FIT4_W_L1_VACCINES;SHENZEN_ANTIGENS;Participant
FIT4_W_L1_VACCINES;TORONTO_SITE;Participant
FIT4_W_L1_VACCINES;SHENZEN_SITE;Participant
FIT4_W_L1_VACCINES;SHANTA_FFIP;Participant
FIT4_W_L1_VACCINES;SHANTA_ANTIGENS;Participant
FIT4_W_L1_VACCINES;Toronto_B90;Participant
FIT4_W_L1_VACCINES;Marcy l'Etoile_ABisNord;Participant
FIT4_W_L1_VACCINES;Swiftwater_B59 Flu;Participant
FIT4_W_L1_VACCINES;SHANTA_SITE;Participant
FIT4_W_L1_VACCINES;PILAR;Participant
FIT4_W_L1_VACCINES;VAC_OCOYOACAC;Participant
FIT4_W_L1_VACCINES;Val de Reuil_B14-B18;Participant
FIT4_W_L1_VACCINES;Shenzen_Transversal activities;Participant
FIT4_W_L1_VACCINES;Pilar_Transversal activities;Participant
FIT4_W_L1_VACCINES;NEUVILLE SUR SAONE;Participant
FIT4_W_L1_VACCINES;Shantha_Suite C;Participant
FIT4_W_L1_VACCINES;Cuatitlan_FF&P;Participant
FIT4_W_L1_VACCINES;MARCY L'ETOILE_QC;Participant
FIT4_W_L1_VACCINES;Shantha_Filling F;Participant
